longitude,latitude,rank
-10.0,82.0,2
-10.0,83.0,2
-10.0,87.0,2
-10.0,89.0,2
-10.0,90.0,2
-9.0,27.0,1
-9.0,37.0,1
-9.0,60.0,2
-9.0,61.0,2
-9.0,82.0,2
-9.0,83.0,2
-9.0,86.0,2
-9.0,87.0,2
-9.0,89.0,2
-9.0,90.0,2
-8.0,37.0,1
-8.0,38.0,1
-8.0,39.0,1
-8.0,79.0,2
-8.0,80.0,2
-8.0,81.0,2
-8.0,82.0,2
-8.0,83.0,2
-8.0,86.0,2
-8.0,87.0,2
-8.0,89.0,2
-8.0,90.0,2
-7.0,-24.0,1
-7.0,39.0,1
-7.0,46.0,1
-7.0,60.0,2
-7.0,74.0,2
-7.0,78.0,2
-7.0,79.0,2
-7.0,80.0,2
-7.0,82.0,2
-7.0,83.0,2
-7.0,84.0,2
-7.0,86.0,2
-7.0,87.0,2
-7.0,89.0,2
-7.0,90.0,2
-6.0,56.0,2
-6.0,60.0,2
-6.0,68.0,2
-6.0,71.0,2
-6.0,72.0,2
-6.0,77.0,2
-6.0,82.0,2
-6.0,83.0,2
-6.0,84.0,2
-6.0,86.0,2
-6.0,87.0,2
-6.0,88.0,2
-6.0,89.0,2
-6.0,90.0,2
-5.0,-50.0,1
-5.0,-49.0,1
-5.0,37.0,1
-5.0,57.0,2
-5.0,68.0,2
-5.0,71.0,2
-5.0,80.0,2
-5.0,81.0,2
-5.0,82.0,2
-5.0,83.0,2
-5.0,84.0,2
-5.0,86.0,2
-5.0,87.0,2
-5.0,89.0,2
-5.0,90.0,2
-4.0,47.0,1
-4.0,69.0,2
-4.0,70.0,2
-4.0,71.0,2
-4.0,80.0,2
-4.0,82.0,2
-4.0,84.0,2
-4.0,86.0,2
-4.0,87.0,2
-4.0,89.0,2
-4.0,90.0,2
-3.0,-49.0,1
-3.0,42.0,1
-3.0,63.0,2
-3.0,70.0,2
-3.0,81.0,2
-3.0,82.0,2
-3.0,83.0,2
-3.0,86.0,2
-3.0,87.0,2
-3.0,89.0,2
-3.0,90.0,2
-2.0,27.0,1
-2.0,58.0,2
-2.0,64.0,2
-2.0,65.0,2
-2.0,66.0,2
-2.0,67.0,2
-2.0,73.0,2
-2.0,80.0,2
-2.0,82.0,2
-2.0,86.0,2
-2.0,87.0,2
-2.0,89.0,2
-2.0,90.0,2
-1.0,40.0,1
-1.0,41.0,1
-1.0,44.0,1
-1.0,51.0,1
-1.0,69.0,2
-1.0,74.0,2
-1.0,80.0,2
-1.0,82.0,2
-1.0,86.0,2
-1.0,88.0,2
-1.0,89.0,2
-1.0,90.0,2
0.0,50.0,1
0.0,60.0,2
0.0,62.0,2
0.0,69.0,2
0.0,70.0,2
0.0,74.0,2
0.0,75.0,2
0.0,80.0,2
0.0,82.0,2
0.0,86.0,2
0.0,87.0,2
0.0,88.0,2
0.0,89.0,2
0.0,90.0,2
1.0,57.0,2
1.0,64.0,2
1.0,70.0,2
1.0,72.0,2
1.0,80.0,2
1.0,82.0,2
1.0,84.0,2
1.0,86.0,2
1.0,87.0,2
1.0,88.0,2
1.0,89.0,2
1.0,90.0,2
2.0,-40.0,1
2.0,-10.0,1
2.0,49.0,1
2.0,50.0,1
2.0,65.0,2
2.0,70.0,2
2.0,80.0,2
2.0,82.0,2
2.0,83.0,2
2.0,86.0,2
2.0,87.0,2
3.0,42.0,1
3.0,66.0,2
3.0,70.0,2
3.0,82.0,2
3.0,86.0,2
3.0,88.0,2
3.0,90.0,2
4.0,41.0,1
4.0,42.0,1
4.0,47.0,1
4.0,48.0,1
4.0,62.0,2
4.0,67.0,2
4.0,71.0,2
4.0,78.0,2
4.0,82.0,2
4.0,86.0,2
4.0,88.0,2
5.0,-49.0,1
5.0,-37.0,1
5.0,14.0,1
5.0,43.0,1
5.0,51.0,1
5.0,54.0,1
5.0,59.0,2
5.0,60.0,2
5.0,67.0,2
5.0,70.0,2
5.0,75.0,2
5.0,81.0,2
5.0,82.0,2
5.0,86.0,2
5.0,88.0,2
5.0,89.0,2
6.0,-50.0,1
6.0,44.0,1
6.0,81.0,2
6.0,82.0,2
6.0,86.0,2
6.0,87.0,2
6.0,88.0,2
6.0,89.0,2
6.0,90.0,2
7.0,37.0,1
7.0,55.0,1
7.0,58.0,2
7.0,60.0,2
7.0,63.0,2
7.0,64.0,2
7.0,78.0,2
7.0,82.0,2
7.0,86.0,2
7.0,88.0,2
7.0,89.0,2
7.0,90.0,2
8.0,41.0,1
8.0,43.0,1
8.0,63.0,2
8.0,71.0,2
8.0,73.0,2
8.0,74.0,2
8.0,76.0,2
8.0,82.0,2
8.0,84.0,2
8.0,86.0,2
8.0,88.0,2
8.0,89.0,2
8.0,90.0,2
9.0,-5.0,1
9.0,68.0,2
9.0,69.0,2
9.0,77.0,2
9.0,82.0,2
9.0,86.0,2
9.0,88.0,2
9.0,89.0,2
9.0,90.0,2
10.0,-15.0,1
10.0,60.0,2
10.0,65.0,2
10.0,66.0,2
10.0,72.0,2
10.0,80.0,2
10.0,81.0,2
10.0,82.0,2
10.0,86.0,2
10.0,88.0,2
10.0,89.0,2
10.0,90.0,2
11.0,70.0,2
11.0,72.0,2
11.0,73.0,2
11.0,76.0,2
11.0,78.0,2
11.0,79.0,2
11.0,82.0,2
11.0,86.0,2
11.0,87.0,2
11.0,89.0,2
11.0,90.0,2
12.0,43.0,1
12.0,52.0,1
12.0,55.0,1
12.0,71.0,2
12.0,73.0,2
12.0,75.0,2
12.0,78.0,2
12.0,82.0,2
12.0,86.0,2
12.0,87.0,2
12.0,89.0,2
12.0,90.0,2
13.0,59.0,2
13.0,61.0,2
13.0,72.0,2
13.0,74.0,2
13.0,78.0,2
13.0,82.0,2
13.0,84.0,2
13.0,85.0,2
13.0,86.0,2
13.0,87.0,2
13.0,88.0,2
13.0,89.0,2
13.0,90.0,2
14.0,63.0,2
14.0,65.0,2
14.0,71.0,2
14.0,78.0,2
14.0,81.0,2
14.0,82.0,2
14.0,84.0,2
14.0,85.0,2
14.0,86.0,2
14.0,87.0,2
14.0,88.0,2
14.0,89.0,2
14.0,90.0,2
15.0,61.0,2
15.0,64.0,2
15.0,65.0,2
15.0,66.0,2
15.0,67.0,2
15.0,72.0,2
15.0,73.0,2
15.0,82.0,2
15.0,83.0,2
15.0,84.0,2
15.0,86.0,2
15.0,87.0,2
15.0,89.0,2
15.0,90.0,2
16.0,59.0,2
16.0,60.0,2
16.0,64.0,2
16.0,66.0,2
16.0,74.0,2
16.0,81.0,2
16.0,82.0,2
16.0,83.0,2
16.0,86.0,2
16.0,87.0,2
16.0,89.0,2
16.0,90.0,2
17.0,47.0,1
17.0,48.0,1
17.0,63.0,2
17.0,66.0,2
17.0,67.0,2
17.0,71.0,2
17.0,72.0,2
17.0,74.0,2
17.0,81.0,2
17.0,82.0,2
17.0,83.0,2
17.0,86.0,2
17.0,87.0,2
17.0,89.0,2
17.0,90.0,2
18.0,0.0,1
18.0,40.0,1
18.0,44.0,1
18.0,65.0,2
18.0,70.0,2
18.0,71.0,2
18.0,72.0,2
18.0,75.0,2
18.0,78.0,2
18.0,81.0,2
18.0,82.0,2
18.0,83.0,2
18.0,84.0,2
18.0,85.0,2
18.0,86.0,2
18.0,87.0,2
18.0,89.0,2
18.0,90.0,2
19.0,45.0,1
19.0,60.0,2
19.0,62.0,2
19.0,68.0,2
19.0,71.0,2
19.0,77.0,2
19.0,82.0,2
19.0,83.0,2
19.0,86.0,2
19.0,87.0,2
19.0,89.0,2
19.0,90.0,2
20.0,-15.0,1
20.0,43.0,1
20.0,50.0,1
20.0,51.0,1
20.0,56.0,2
20.0,59.0,2
20.0,65.0,2
20.0,69.0,2
20.0,70.0,2
20.0,72.0,2
20.0,74.0,2
20.0,79.0,2
20.0,82.0,2
20.0,83.0,2
20.0,84.0,2
20.0,86.0,2
20.0,87.0,2
20.0,88.0,2
20.0,89.0,2
20.0,90.0,2
21.0,43.0,1
21.0,53.0,1
21.0,55.0,2
21.0,64.0,2
21.0,65.0,2
21.0,68.0,2
21.0,69.0,2
21.0,74.0,2
21.0,75.0,2
21.0,77.0,2
21.0,80.0,2
21.0,82.0,2
21.0,83.0,2
21.0,84.0,2
21.0,85.0,2
21.0,86.0,2
21.0,87.0,2
21.0,89.0,2
21.0,90.0,2
22.0,45.0,1
22.0,49.0,1
22.0,53.0,1
22.0,55.0,2
22.0,56.0,2
22.0,57.0,2
22.0,59.0,2
22.0,64.0,2
22.0,65.0,2
22.0,71.0,2
22.0,79.0,2
22.0,82.0,2
22.0,83.0,2
22.0,84.0,2
22.0,86.0,2
22.0,89.0,2
22.0,90.0,2
23.0,43.0,1
23.0,44.0,1
23.0,48.0,1
23.0,54.0,1
23.0,56.0,2
23.0,67.0,2
23.0,71.0,2
23.0,82.0,2
23.0,84.0,2
23.0,85.0,2
23.0,86.0,2
23.0,87.0,2
23.0,89.0,2
23.0,90.0,2
24.0,-39.0,1
24.0,48.0,1
24.0,54.0,1
24.0,55.0,1
24.0,57.0,2
24.0,71.0,2
24.0,74.0,2
24.0,78.0,2
24.0,79.0,2
24.0,82.0,2
24.0,83.0,2
24.0,84.0,2
24.0,85.0,2
24.0,86.0,2
24.0,87.0,2
24.0,89.0,2
24.0,90.0,2
25.0,26.0,1
25.0,60.0,2
25.0,72.0,2
25.0,79.0,2
25.0,82.0,2
25.0,83.0,2
25.0,84.0,2
25.0,85.0,2
25.0,86.0,2
25.0,87.0,2
25.0,89.0,2
25.0,90.0,2
26.0,49.0,1
26.0,60.0,2
26.0,61.0,2
26.0,79.0,2
26.0,81.0,2
26.0,82.0,2
26.0,84.0,2
26.0,85.0,2
26.0,86.0,2
26.0,87.0,2
26.0,89.0,2
26.0,90.0,2
27.0,44.0,1
27.0,58.0,2
27.0,64.0,2
27.0,65.0,2
27.0,66.0,2
27.0,67.0,2
27.0,70.0,2
27.0,76.0,2
27.0,82.0,2
27.0,83.0,2
27.0,84.0,2
27.0,85.0,2
27.0,86.0,2
27.0,87.0,2
27.0,89.0,2
27.0,90.0,2
28.0,58.0,2
28.0,59.0,2
28.0,60.0,2
28.0,62.0,2
28.0,63.0,2
28.0,66.0,2
28.0,70.0,2
28.0,76.0,2
28.0,82.0,2
28.0,83.0,2
28.0,84.0,2
28.0,85.0,2
28.0,86.0,2
28.0,87.0,2
28.0,89.0,2
28.0,90.0,2
29.0,0.0,1
29.0,58.0,2
29.0,59.0,2
29.0,64.0,2
29.0,69.0,2
29.0,70.0,2
29.0,71.0,2
29.0,76.0,2
29.0,79.0,2
29.0,82.0,2
29.0,83.0,2
29.0,84.0,2
29.0,85.0,2
29.0,86.0,2
29.0,87.0,2
29.0,88.0,2
29.0,89.0,2
29.0,90.0,2
30.0,57.0,2
30.0,58.0,2
30.0,71.0,2
30.0,72.0,2
30.0,83.0,2
30.0,84.0,2
30.0,85.0,2
30.0,86.0,2
30.0,87.0,2
30.0,88.0,2
30.0,89.0,2
30.0,90.0,2
31.0,60.0,2
31.0,63.0,2
31.0,64.0,2
31.0,66.0,2
31.0,71.0,2
31.0,72.0,2
31.0,79.0,2
31.0,80.0,2
31.0,82.0,2
31.0,83.0,2
31.0,84.0,2
31.0,85.0,2
31.0,86.0,2
31.0,87.0,2
31.0,88.0,2
31.0,89.0,2
31.0,90.0,2
32.0,57.0,2
32.0,58.0,2
32.0,59.0,2
32.0,82.0,2
32.0,83.0,2
32.0,84.0,2
32.0,85.0,2
32.0,86.0,2
32.0,87.0,2
32.0,88.0,2
32.0,89.0,2
32.0,90.0,2
33.0,-52.0,1
33.0,58.0,2
33.0,60.0,2
33.0,62.0,2
33.0,71.0,2
33.0,80.0,2
33.0,81.0,2
33.0,83.0,2
33.0,84.0,2
33.0,86.0,2
33.0,87.0,2
33.0,88.0,2
33.0,89.0,2
33.0,90.0,2
34.0,69.0,2
34.0,73.0,2
34.0,75.0,2
34.0,79.0,2
34.0,81.0,2
34.0,82.0,2
34.0,83.0,2
34.0,84.0,2
34.0,86.0,2
34.0,87.0,2
34.0,88.0,2
34.0,89.0,2
34.0,90.0,2
35.0,55.0,1
35.0,56.0,2
35.0,58.0,2
35.0,65.0,2
35.0,67.0,2
35.0,82.0,2
35.0,83.0,2
35.0,84.0,2
35.0,86.0,2
35.0,87.0,2
35.0,88.0,2
35.0,89.0,2
35.0,90.0,2
36.0,7.0,1
36.0,56.0,2
36.0,70.0,2
36.0,72.0,2
36.0,73.0,2
36.0,80.0,2
36.0,83.0,2
36.0,84.0,2
36.0,85.0,2
36.0,86.0,2
36.0,87.0,2
36.0,88.0,2
36.0,89.0,2
36.0,90.0,2
37.0,55.0,2
37.0,57.0,2
37.0,64.0,2
37.0,75.0,2
37.0,83.0,2
37.0,84.0,2
37.0,85.0,2
37.0,86.0,2
37.0,87.0,2
37.0,89.0,2
37.0,90.0,2
38.0,-50.0,1
38.0,62.0,2
38.0,64.0,2
38.0,70.0,2
38.0,76.0,2
38.0,77.0,2
38.0,80.0,2
38.0,82.0,2
38.0,83.0,2
38.0,84.0,2
38.0,85.0,2
38.0,86.0,2
38.0,87.0,2
38.0,88.0,2
38.0,90.0,2
39.0,-9.0,1
39.0,49.0,1
39.0,55.0,2
39.0,58.0,2
39.0,65.0,2
39.0,70.0,2
39.0,75.0,2
39.0,76.0,2
39.0,77.0,2
39.0,83.0,2
39.0,84.0,2
39.0,85.0,2
39.0,86.0,2
39.0,87.0,2
39.0,88.0,2
39.0,89.0,2
39.0,90.0,2
40.0,51.0,1
40.0,76.0,2
40.0,80.0,2
40.0,83.0,2
40.0,84.0,2
40.0,85.0,2
40.0,86.0,2
40.0,87.0,2
40.0,88.0,2
40.0,89.0,2
40.0,90.0,2
41.0,56.0,2
41.0,57.0,2
41.0,76.0,2
41.0,83.0,2
41.0,84.0,2
41.0,85.0,2
41.0,86.0,2
41.0,87.0,2
41.0,88.0,2
41.0,89.0,2
41.0,90.0,2
42.0,72.0,2
42.0,79.0,2
42.0,82.0,2
42.0,84.0,2
42.0,85.0,2
42.0,87.0,2
42.0,89.0,2
42.0,90.0,2
43.0,-54.0,1
43.0,62.0,2
43.0,65.0,2
43.0,81.0,2
43.0,82.0,2
43.0,84.0,2
43.0,85.0,2
43.0,86.0,2
43.0,87.0,2
43.0,89.0,2
43.0,90.0,2
44.0,49.0,1
44.0,53.0,1
44.0,61.0,2
44.0,62.0,2
44.0,65.0,2
44.0,66.0,2
44.0,69.0,2
44.0,81.0,2
44.0,82.0,2
44.0,83.0,2
44.0,85.0,2
44.0,86.0,2
44.0,87.0,2
44.0,88.0,2
44.0,89.0,2
44.0,90.0,2
45.0,67.0,2
45.0,68.0,2
45.0,74.0,2
45.0,75.0,2
45.0,77.0,2
45.0,80.0,2
45.0,81.0,2
45.0,84.0,2
45.0,85.0,2
45.0,86.0,2
45.0,87.0,2
45.0,88.0,2
45.0,89.0,2
45.0,90.0,2
46.0,49.0,1
46.0,75.0,2
46.0,78.0,2
46.0,80.0,2
46.0,83.0,2
46.0,84.0,2
46.0,85.0,2
46.0,86.0,2
46.0,87.0,2
46.0,88.0,2
46.0,89.0,2
46.0,90.0,2
47.0,48.0,1
47.0,70.0,2
47.0,77.0,2
47.0,80.0,2
47.0,81.0,2
47.0,83.0,2
47.0,85.0,2
47.0,86.0,2
47.0,87.0,2
47.0,89.0,2
47.0,90.0,2
48.0,48.0,1
48.0,57.0,2
48.0,69.0,2
48.0,80.0,2
48.0,81.0,2
48.0,83.0,2
48.0,84.0,2
48.0,85.0,2
48.0,86.0,2
48.0,87.0,2
48.0,89.0,2
48.0,90.0,2
49.0,52.0,1
49.0,53.0,1
49.0,68.0,2
49.0,74.0,2
49.0,80.0,2
49.0,81.0,2
49.0,82.0,2
49.0,84.0,2
49.0,85.0,2
49.0,86.0,2
49.0,87.0,2
49.0,88.0,2
49.0,89.0,2
49.0,90.0,2
50.0,-63.0,2
50.0,-41.0,1
50.0,48.0,1
50.0,52.0,1
50.0,57.0,2
50.0,58.0,2
50.0,67.0,2
50.0,74.0,2
50.0,85.0,2
50.0,86.0,2
50.0,87.0,2
50.0,89.0,2
50.0,90.0,2
51.0,-63.0,2
51.0,-62.0,2
51.0,50.0,1
51.0,52.0,1
51.0,63.0,2
51.0,70.0,2
51.0,75.0,2
51.0,82.0,2
51.0,83.0,2
51.0,85.0,2
51.0,86.0,2
51.0,87.0,2
51.0,88.0,2
51.0,90.0,2
52.0,62.0,2
52.0,67.0,2
52.0,69.0,2
52.0,70.0,2
52.0,75.0,2
52.0,80.0,2
52.0,82.0,2
52.0,83.0,2
52.0,84.0,2
52.0,85.0,2
52.0,86.0,2
52.0,87.0,2
52.0,89.0,2
52.0,90.0,2
53.0,52.0,1
53.0,57.0,2
53.0,80.0,2
53.0,83.0,2
53.0,84.0,2
53.0,85.0,2
53.0,86.0,2
53.0,87.0,2
53.0,90.0,2
54.0,69.0,2
54.0,76.0,2
54.0,82.0,2
54.0,83.0,2
54.0,84.0,2
54.0,85.0,2
54.0,87.0,2
54.0,89.0,2
54.0,90.0,2
55.0,64.0,2
55.0,72.0,2
55.0,80.0,2
55.0,82.0,2
55.0,85.0,2
55.0,86.0,2
55.0,88.0,2
55.0,90.0,2
56.0,-29.0,1
56.0,48.0,1
56.0,61.0,2
56.0,69.0,2
56.0,83.0,2
56.0,84.0,2
56.0,85.0,2
56.0,86.0,2
56.0,88.0,2
56.0,90.0,2
57.0,74.0,2
57.0,81.0,2
57.0,83.0,2
57.0,84.0,2
57.0,85.0,2
57.0,86.0,2
57.0,88.0,2
57.0,90.0,2
58.0,-68.0,2
58.0,56.0,2
58.0,69.0,2
58.0,82.0,2
58.0,84.0,2
58.0,85.0,2
58.0,86.0,2
58.0,88.0,2
58.0,90.0,2
59.0,47.0,1
59.0,50.0,1
59.0,59.0,2
59.0,65.0,2
59.0,66.0,2
59.0,68.0,2
59.0,83.0,2
59.0,84.0,2
59.0,85.0,2
59.0,90.0,2
60.0,46.0,1
60.0,49.0,1
60.0,51.0,1
60.0,64.0,2
60.0,74.0,2
60.0,78.0,2
60.0,83.0,2
60.0,84.0,2
60.0,85.0,2
60.0,86.0,2
60.0,89.0,2
60.0,90.0,2
61.0,22.0,1
61.0,46.0,1
61.0,66.0,2
61.0,75.0,2
61.0,80.0,2
61.0,84.0,2
61.0,85.0,2
61.0,86.0,2
61.0,87.0,2
61.0,88.0,2
61.0,89.0,2
61.0,90.0,2
62.0,-68.0,2
62.0,-67.0,2
62.0,46.0,1
62.0,51.0,1
62.0,56.0,2
62.0,66.0,2
62.0,67.0,2
62.0,69.0,2
62.0,73.0,2
62.0,77.0,2
62.0,80.0,2
62.0,82.0,2
62.0,84.0,2
62.0,85.0,2
62.0,86.0,2
62.0,87.0,2
62.0,88.0,2
62.0,90.0,2
63.0,-67.0,2
63.0,54.0,1
63.0,67.0,2
63.0,68.0,2
63.0,71.0,2
63.0,72.0,2
63.0,75.0,2
63.0,80.0,2
63.0,84.0,2
63.0,85.0,2
63.0,86.0,2
63.0,87.0,2
63.0,88.0,2
63.0,90.0,2
64.0,43.0,1
64.0,49.0,1
64.0,50.0,1
64.0,52.0,1
64.0,55.0,2
64.0,74.0,2
64.0,77.0,2
64.0,80.0,2
64.0,83.0,2
64.0,84.0,2
64.0,85.0,2
64.0,86.0,2
64.0,87.0,2
64.0,88.0,2
64.0,89.0,2
64.0,90.0,2
65.0,43.0,1
65.0,44.0,1
65.0,49.0,1
65.0,55.0,1
65.0,56.0,2
65.0,63.0,2
65.0,80.0,2
65.0,81.0,2
65.0,82.0,2
65.0,85.0,2
65.0,86.0,2
65.0,87.0,2
65.0,88.0,2
65.0,89.0,2
65.0,90.0,2
66.0,48.0,1
66.0,49.0,1
66.0,55.0,1
66.0,56.0,2
66.0,75.0,2
66.0,80.0,2
66.0,81.0,2
66.0,84.0,2
66.0,85.0,2
66.0,86.0,2
66.0,87.0,2
66.0,88.0,2
66.0,89.0,2
66.0,90.0,2
67.0,-50.0,1
67.0,48.0,1
67.0,50.0,1
67.0,54.0,1
67.0,55.0,1
67.0,56.0,2
67.0,62.0,2
67.0,70.0,2
67.0,76.0,2
67.0,80.0,2
67.0,81.0,2
67.0,84.0,2
67.0,85.0,2
67.0,86.0,2
67.0,87.0,2
67.0,89.0,2
67.0,90.0,2
68.0,54.0,1
68.0,60.0,2
68.0,75.0,2
68.0,80.0,2
68.0,84.0,2
68.0,85.0,2
68.0,86.0,2
68.0,87.0,2
68.0,88.0,2
68.0,89.0,2
68.0,90.0,2
69.0,43.0,1
69.0,46.0,1
69.0,52.0,1
69.0,53.0,1
69.0,56.0,2
69.0,62.0,2
69.0,84.0,2
69.0,85.0,2
69.0,86.0,2
69.0,87.0,2
69.0,88.0,2
69.0,89.0,2
69.0,90.0,2
70.0,-68.0,2
70.0,52.0,1
70.0,57.0,2
70.0,76.0,2
70.0,79.0,2
70.0,80.0,2
70.0,84.0,2
70.0,85.0,2
70.0,86.0,2
70.0,87.0,2
70.0,88.0,2
70.0,89.0,2
70.0,90.0,2
71.0,-68.0,2
71.0,-67.0,2
71.0,48.0,1
71.0,50.0,1
71.0,54.0,1
71.0,56.0,2
71.0,57.0,2
71.0,63.0,2
71.0,64.0,2
71.0,68.0,2
71.0,71.0,2
71.0,80.0,2
71.0,81.0,2
71.0,84.0,2
71.0,85.0,2
71.0,86.0,2
71.0,88.0,2
71.0,89.0,2
71.0,90.0,2
72.0,-67.0,2
72.0,-66.0,2
72.0,-63.0,2
72.0,45.0,1
72.0,54.0,1
72.0,55.0,2
72.0,56.0,2
72.0,63.0,2
72.0,64.0,2
72.0,65.0,2
72.0,68.0,2
72.0,76.0,2
72.0,80.0,2
72.0,83.0,2
72.0,85.0,2
72.0,86.0,2
72.0,88.0,2
72.0,89.0,2
72.0,90.0,2
73.0,-67.0,2
73.0,41.0,1
73.0,43.0,1
73.0,44.0,1
73.0,52.0,1
73.0,56.0,2
73.0,72.0,2
73.0,80.0,2
73.0,85.0,2
73.0,86.0,2
73.0,88.0,2
73.0,89.0,2
73.0,90.0,2
74.0,-68.0,2
74.0,-67.0,2
74.0,-61.0,2
74.0,39.0,1
74.0,55.0,2
74.0,56.0,2
74.0,58.0,2
74.0,68.0,2
74.0,70.0,2
74.0,85.0,2
74.0,86.0,2
74.0,88.0,2
74.0,89.0,2
74.0,90.0,2
75.0,-51.0,1
75.0,-36.0,1
75.0,40.0,1
75.0,56.0,2
75.0,65.0,2
75.0,73.0,2
75.0,74.0,2
75.0,80.0,2
75.0,81.0,2
75.0,84.0,2
75.0,85.0,2
75.0,86.0,2
75.0,87.0,2
75.0,88.0,2
75.0,89.0,2
75.0,90.0,2
76.0,-67.0,2
76.0,-37.0,1
76.0,-35.0,1
76.0,46.0,1
76.0,55.0,2
76.0,61.0,2
76.0,68.0,2
76.0,72.0,2
76.0,75.0,2
76.0,80.0,2
76.0,85.0,2
76.0,88.0,2
76.0,89.0,2
76.0,90.0,2
77.0,-37.0,1
77.0,-36.0,1
77.0,-35.0,1
77.0,42.0,1
77.0,43.0,1
77.0,50.0,1
77.0,52.0,1
77.0,55.0,1
77.0,58.0,2
77.0,64.0,2
77.0,65.0,2
77.0,74.0,2
77.0,80.0,2
77.0,83.0,2
77.0,84.0,2
77.0,85.0,2
77.0,86.0,2
77.0,87.0,2
77.0,88.0,2
77.0,89.0,2
77.0,90.0,2
78.0,-37.0,1
78.0,36.0,1
78.0,40.0,1
78.0,41.0,1
78.0,44.0,1
78.0,47.0,1
78.0,50.0,1
78.0,58.0,2
78.0,60.0,2
78.0,61.0,2
78.0,63.0,2
78.0,75.0,2
78.0,84.0,2
78.0,85.0,2
78.0,86.0,2
78.0,87.0,2
78.0,88.0,2
78.0,89.0,2
78.0,90.0,2
79.0,-37.0,1
79.0,36.0,1
79.0,40.0,1
79.0,41.0,1
79.0,42.0,1
79.0,43.0,1
79.0,44.0,1
79.0,57.0,2
79.0,58.0,2
79.0,59.0,2
79.0,60.0,2
79.0,61.0,2
79.0,63.0,2
79.0,74.0,2
79.0,80.0,2
79.0,84.0,2
79.0,85.0,2
79.0,88.0,2
79.0,89.0,2
79.0,90.0,2
80.0,35.0,1
80.0,39.0,1
80.0,42.0,1
80.0,55.0,1
80.0,61.0,2
80.0,81.0,2
80.0,84.0,2
80.0,85.0,2
80.0,88.0,2
80.0,89.0,2
80.0,90.0,2
81.0,-47.0,1
81.0,-45.0,1
81.0,36.0,1
81.0,47.0,1
81.0,58.0,2
81.0,59.0,2
81.0,63.0,2
81.0,64.0,2
81.0,76.0,2
81.0,80.0,2
81.0,84.0,2
81.0,85.0,2
81.0,88.0,2
81.0,89.0,2
81.0,90.0,2
82.0,-62.0,2
82.0,-45.0,1
82.0,8.0,1
82.0,19.0,1
82.0,35.0,1
82.0,57.0,2
82.0,58.0,2
82.0,64.0,2
82.0,68.0,2
82.0,70.0,2
82.0,74.0,2
82.0,76.0,2
82.0,81.0,2
82.0,84.0,2
82.0,85.0,2
82.0,88.0,2
82.0,89.0,2
82.0,90.0,2
83.0,-47.0,1
83.0,7.0,1
83.0,8.0,1
83.0,9.0,1
83.0,49.0,1
83.0,62.0,2
83.0,66.0,2
83.0,68.0,2
83.0,71.0,2
83.0,73.0,2
83.0,76.0,2
83.0,79.0,2
83.0,81.0,2
83.0,84.0,2
83.0,85.0,2
83.0,86.0,2
83.0,88.0,2
83.0,89.0,2
83.0,90.0,2
84.0,7.0,1
84.0,8.0,1
84.0,11.0,1
84.0,18.0,1
84.0,32.0,1
84.0,52.0,1
84.0,60.0,2
84.0,62.0,2
84.0,67.0,2
84.0,68.0,2
84.0,71.0,2
84.0,74.0,2
84.0,77.0,2
84.0,79.0,2
84.0,80.0,2
84.0,82.0,2
84.0,84.0,2
84.0,85.0,2
84.0,88.0,2
84.0,89.0,2
84.0,90.0,2
85.0,5.0,1
85.0,6.0,1
85.0,34.0,1
85.0,62.0,2
85.0,68.0,2
85.0,84.0,2
85.0,85.0,2
85.0,86.0,2
85.0,88.0,2
85.0,89.0,2
85.0,90.0,2
86.0,-41.0,1
86.0,-32.0,1
86.0,6.0,1
86.0,7.0,1
86.0,34.0,1
86.0,84.0,2
86.0,85.0,2
86.0,88.0,2
86.0,89.0,2
86.0,90.0,2
87.0,-68.0,2
87.0,-53.0,1
87.0,58.0,2
87.0,60.0,2
87.0,62.0,2
87.0,78.0,2
87.0,85.0,2
87.0,88.0,2
87.0,89.0,2
87.0,90.0,2
88.0,-58.0,2
88.0,-44.0,1
88.0,4.0,1
88.0,27.0,1
88.0,50.0,1
88.0,79.0,2
88.0,80.0,2
88.0,83.0,2
88.0,85.0,2
88.0,89.0,2
88.0,90.0,2
89.0,38.0,1
89.0,63.0,2
89.0,64.0,2
89.0,70.0,2
89.0,72.0,2
89.0,73.0,2
89.0,83.0,2
89.0,85.0,2
89.0,87.0,2
89.0,88.0,2
89.0,89.0,2
89.0,90.0,2
90.0,5.0,1
90.0,13.0,1
90.0,23.0,1
90.0,55.0,1
90.0,68.0,2
90.0,75.0,2
90.0,80.0,2
90.0,82.0,2
90.0,84.0,2
90.0,85.0,2
90.0,87.0,2
90.0,88.0,2
90.0,89.0,2
90.0,90.0,2
91.0,6.0,1
91.0,12.0,1
91.0,16.0,1
91.0,25.0,1
91.0,28.0,1
91.0,31.0,1
91.0,56.0,2
91.0,57.0,2
91.0,63.0,2
91.0,80.0,2
91.0,81.0,2
91.0,82.0,2
91.0,83.0,2
91.0,84.0,2
91.0,85.0,2
91.0,87.0,2
91.0,88.0,2
91.0,89.0,2
91.0,90.0,2
92.0,-65.0,2
92.0,12.0,1
92.0,13.0,1
92.0,19.0,1
92.0,21.0,1
92.0,25.0,1
92.0,57.0,2
92.0,63.0,2
92.0,79.0,2
92.0,84.0,2
92.0,85.0,2
92.0,87.0,2
92.0,88.0,2
