longitude,latitude,rank
-77.0,32.0,1
-77.0,55.0,2
-77.0,57.0,2
-77.0,69.0,2
-77.0,74.0,2
-77.0,77.0,2
-77.0,78.0,2
-77.0,84.0,2
-77.0,86.0,2
-77.0,89.0,2
-77.0,90.0,2
-76.0,9.0,1
-76.0,10.0,1
-76.0,11.0,1
-76.0,12.0,1
-76.0,13.0,1
-76.0,14.0,1
-76.0,15.0,1
-76.0,16.0,1
-76.0,17.0,1
-76.0,24.0,1
-76.0,51.0,1
-76.0,52.0,1
-76.0,53.0,1
-76.0,57.0,2
-76.0,74.0,2
-76.0,77.0,2
-76.0,84.0,2
-76.0,85.0,2
-76.0,89.0,2
-76.0,90.0,2
-75.0,10.0,1
-75.0,13.0,1
-75.0,14.0,1
-75.0,15.0,1
-75.0,22.0,1
-75.0,30.0,1
-75.0,31.0,1
-75.0,51.0,1
-75.0,52.0,1
-75.0,73.0,2
-75.0,77.0,2
-75.0,78.0,2
-75.0,79.0,2
-75.0,84.0,2
-75.0,87.0,2
-75.0,88.0,2
-75.0,89.0,2
-75.0,90.0,2
-74.0,51.0,1
-74.0,55.0,2
-74.0,72.0,2
-74.0,73.0,2
-74.0,74.0,2
-74.0,75.0,2
-74.0,79.0,2
-74.0,84.0,2
-74.0,85.0,2
-74.0,88.0,2
-74.0,89.0,2
-74.0,90.0,2
-73.0,11.0,1
-73.0,50.0,1
-73.0,51.0,1
-73.0,56.0,2
-73.0,72.0,2
-73.0,73.0,2
-73.0,85.0,2
-73.0,88.0,2
-73.0,89.0,2
-73.0,90.0,2
-72.0,13.0,1
-72.0,14.0,1
-72.0,15.0,1
-72.0,32.0,1
-72.0,50.0,1
-72.0,72.0,2
-72.0,75.0,2
-72.0,76.0,2
-72.0,85.0,2
-72.0,88.0,2
-72.0,89.0,2
-72.0,90.0,2
-71.0,14.0,1
-71.0,30.0,1
-71.0,51.0,1
-71.0,54.0,1
-71.0,56.0,2
-71.0,71.0,2
-71.0,72.0,2
-71.0,73.0,2
-71.0,80.0,2
-71.0,82.0,2
-71.0,84.0,2
-71.0,86.0,2
-71.0,88.0,2
-71.0,89.0,2
-71.0,90.0,2
-70.0,13.0,1
-70.0,16.0,1
-70.0,20.0,1
-70.0,22.0,1
-70.0,40.0,1
-70.0,55.0,1
-70.0,56.0,2
-70.0,68.0,2
-70.0,71.0,2
-70.0,72.0,2
-70.0,73.0,2
-70.0,74.0,2
-70.0,84.0,2
-70.0,86.0,2
-70.0,88.0,2
-70.0,89.0,2
-70.0,90.0,2
-69.0,20.0,1
-69.0,22.0,1
-69.0,54.0,1
-69.0,71.0,2
-69.0,72.0,2
-69.0,73.0,2
-69.0,74.0,2
-69.0,75.0,2
-69.0,81.0,2
-69.0,82.0,2
-69.0,84.0,2
-69.0,85.0,2
-69.0,86.0,2
-69.0,88.0,2
-69.0,89.0,2
-69.0,90.0,2
-68.0,10.0,1
-68.0,14.0,1
-68.0,21.0,1
-68.0,26.0,1
-68.0,61.0,2
-68.0,71.0,2
-68.0,72.0,2
-68.0,73.0,2
-68.0,74.0,2
-68.0,75.0,2
-68.0,81.0,2
-68.0,82.0,2
-68.0,84.0,2
-68.0,86.0,2
-68.0,87.0,2
-68.0,88.0,2
-68.0,89.0,2
-68.0,90.0,2
-67.0,14.0,1
-67.0,15.0,1
-67.0,17.0,1
-67.0,22.0,1
-67.0,27.0,1
-67.0,39.0,1
-67.0,69.0,2
-67.0,71.0,2
-67.0,72.0,2
-67.0,73.0,2
-67.0,74.0,2
-67.0,82.0,2
-67.0,83.0,2
-67.0,84.0,2
-67.0,85.0,2
-67.0,86.0,2
-67.0,87.0,2
-67.0,88.0,2
-67.0,89.0,2
-67.0,90.0,2
-66.0,10.0,1
-66.0,17.0,1
-66.0,18.0,1
-66.0,22.0,1
-66.0,27.0,1
-66.0,38.0,1
-66.0,70.0,2
-66.0,71.0,2
-66.0,72.0,2
-66.0,73.0,2
-66.0,76.0,2
-66.0,82.0,2
-66.0,83.0,2
-66.0,85.0,2
-66.0,86.0,2
-66.0,88.0,2
-66.0,89.0,2
-66.0,90.0,2
-65.0,17.0,1
-65.0,18.0,1
-65.0,19.0,1
-65.0,21.0,1
-65.0,23.0,1
-65.0,55.0,2
-65.0,68.0,2
-65.0,69.0,2
-65.0,70.0,2
-65.0,71.0,2
-65.0,72.0,2
-65.0,73.0,2
-65.0,74.0,2
-65.0,81.0,2
-65.0,82.0,2
-65.0,83.0,2
-65.0,86.0,2
-65.0,89.0,2
-65.0,90.0,2
-64.0,-72.0,2
-64.0,-71.0,2
-64.0,9.0,1
-64.0,16.0,1
-64.0,17.0,1
-64.0,18.0,1
-64.0,19.0,1
-64.0,24.0,1
-64.0,56.0,2
-64.0,58.0,2
-64.0,61.0,2
-64.0,71.0,2
-64.0,72.0,2
-64.0,73.0,2
-64.0,82.0,2
-64.0,83.0,2
-64.0,86.0,2
-64.0,87.0,2
-64.0,88.0,2
-64.0,89.0,2
-64.0,90.0,2
-63.0,-73.0,2
-63.0,7.0,1
-63.0,16.0,1
-63.0,18.0,1
-63.0,19.0,1
-63.0,22.0,1
-63.0,54.0,1
-63.0,58.0,2
-63.0,62.0,2
-63.0,69.0,2
-63.0,71.0,2
-63.0,72.0,2
-63.0,73.0,2
-63.0,74.0,2
-63.0,82.0,2
-63.0,83.0,2
-63.0,86.0,2
-63.0,87.0,2
-63.0,89.0,2
-63.0,90.0,2
-62.0,9.0,1
-62.0,10.0,1
-62.0,14.0,1
-62.0,15.0,1
-62.0,16.0,1
-62.0,17.0,1
-62.0,18.0,1
-62.0,19.0,1
-62.0,40.0,1
-62.0,54.0,1
-62.0,55.0,1
-62.0,58.0,2
-62.0,59.0,2
-62.0,60.0,2
-62.0,66.0,2
-62.0,70.0,2
-62.0,71.0,2
-62.0,72.0,2
-62.0,73.0,2
-62.0,77.0,2
-62.0,83.0,2
-62.0,86.0,2
-62.0,87.0,2
-62.0,88.0,2
-62.0,89.0,2
-62.0,90.0,2
-61.0,11.0,1
-61.0,13.0,1
-61.0,14.0,1
-61.0,15.0,1
-61.0,16.0,1
-61.0,17.0,1
-61.0,18.0,1
-61.0,20.0,1
-61.0,54.0,1
-61.0,62.0,2
-61.0,68.0,2
-61.0,70.0,2
-61.0,71.0,2
-61.0,72.0,2
-61.0,73.0,2
-61.0,77.0,2
-61.0,82.0,2
-61.0,84.0,2
-61.0,85.0,2
-61.0,86.0,2
-61.0,87.0,2
-61.0,88.0,2
-61.0,89.0,2
-61.0,90.0,2
-60.0,-74.0,2
-60.0,2.0,1
-60.0,10.0,1
-60.0,14.0,1
-60.0,16.0,1
-60.0,17.0,1
-60.0,18.0,1
-60.0,19.0,1
-60.0,25.0,1
-60.0,57.0,2
-60.0,68.0,2
-60.0,71.0,2
-60.0,72.0,2
-60.0,74.0,2
-60.0,82.0,2
-60.0,84.0,2
-60.0,86.0,2
-60.0,87.0,2
-60.0,89.0,2
-60.0,90.0,2
-59.0,-71.0,2
-59.0,15.0,1
-59.0,17.0,1
-59.0,22.0,1
-59.0,25.0,1
-59.0,63.0,2
-59.0,68.0,2
-59.0,70.0,2
-59.0,72.0,2
-59.0,73.0,2
-59.0,74.0,2
-59.0,86.0,2
-59.0,87.0,2
-59.0,89.0,2
-59.0,90.0,2
-58.0,16.0,1
-58.0,17.0,1
-58.0,26.0,1
-58.0,68.0,2
-58.0,69.0,2
-58.0,71.0,2
-58.0,72.0,2
-58.0,73.0,2
-58.0,74.0,2
-58.0,75.0,2
-58.0,84.0,2
-58.0,86.0,2
-58.0,87.0,2
-58.0,88.0,2
-58.0,89.0,2
-58.0,90.0,2
-57.0,-72.0,2
-57.0,3.0,1
-57.0,13.0,1
-57.0,19.0,1
-57.0,21.0,1
-57.0,26.0,1
-57.0,53.0,1
-57.0,58.0,2
-57.0,70.0,2
-57.0,71.0,2
-57.0,73.0,2
-57.0,75.0,2
-57.0,76.0,2
-57.0,79.0,2
-57.0,82.0,2
-57.0,84.0,2
-57.0,86.0,2
-57.0,87.0,2
-57.0,89.0,2
-57.0,90.0,2
-56.0,-72.0,2
-56.0,-68.0,2
-56.0,26.0,1
-56.0,65.0,2
-56.0,67.0,2
-56.0,69.0,2
-56.0,71.0,2
-56.0,72.0,2
-56.0,73.0,2
-56.0,74.0,2
-56.0,75.0,2
-56.0,76.0,2
-56.0,82.0,2
-56.0,84.0,2
-56.0,85.0,2
-56.0,86.0,2
-56.0,87.0,2
-56.0,89.0,2
-56.0,90.0,2
-55.0,-68.0,2
-55.0,-25.0,1
-55.0,2.0,1
-55.0,45.0,1
-55.0,52.0,1
-55.0,53.0,1
-55.0,63.0,2
-55.0,70.0,2
-55.0,73.0,2
-55.0,75.0,2
-55.0,78.0,2
-55.0,84.0,2
-55.0,85.0,2
-55.0,87.0,2
-55.0,88.0,2
-55.0,89.0,2
-55.0,90.0,2
-54.0,-27.0,1
-54.0,34.0,1
-54.0,52.0,1
-54.0,68.0,2
-54.0,69.0,2
-54.0,70.0,2
-54.0,73.0,2
-54.0,74.0,2
-54.0,75.0,2
-54.0,76.0,2
-54.0,82.0,2
-54.0,84.0,2
-54.0,85.0,2
-54.0,89.0,2
-54.0,90.0,2
-53.0,-29.0,1
-53.0,-27.0,1
-53.0,32.0,1
-53.0,33.0,1
-53.0,50.0,1
-53.0,51.0,1
-53.0,52.0,1
-53.0,60.0,2
-53.0,70.0,2
-53.0,71.0,2
-53.0,73.0,2
-53.0,74.0,2
-53.0,75.0,2
-53.0,76.0,2
-53.0,82.0,2
-53.0,85.0,2
-53.0,86.0,2
-53.0,87.0,2
-53.0,89.0,2
-53.0,90.0,2
-52.0,17.0,1
-52.0,55.0,1
-52.0,63.0,2
-52.0,71.0,2
-52.0,76.0,2
-52.0,77.0,2
-52.0,82.0,2
-52.0,85.0,2
-52.0,87.0,2
-52.0,89.0,2
-52.0,90.0,2
-51.0,-69.0,2
-51.0,27.0,1
-51.0,35.0,1
-51.0,67.0,2
-51.0,70.0,2
-51.0,71.0,2
-51.0,72.0,2
-51.0,74.0,2
-51.0,76.0,2
-51.0,80.0,2
-51.0,82.0,2
-51.0,85.0,2
-51.0,87.0,2
-51.0,89.0,2
-51.0,90.0,2
-50.0,-49.0,1
-50.0,25.0,1
-50.0,26.0,1
-50.0,30.0,1
-50.0,36.0,1
-50.0,58.0,2
-50.0,70.0,2
-50.0,74.0,2
-50.0,75.0,2
-50.0,76.0,2
-50.0,77.0,2
-50.0,82.0,2
-50.0,84.0,2
-50.0,85.0,2
-50.0,87.0,2
-50.0,89.0,2
-50.0,90.0,2
-49.0,18.0,1
-49.0,26.0,1
-49.0,27.0,1
-49.0,28.0,1
-49.0,30.0,1
-49.0,34.0,1
-49.0,35.0,1
-49.0,36.0,1
-49.0,37.0,1
-49.0,39.0,1
-49.0,40.0,1
-49.0,41.0,1
-49.0,42.0,1
-49.0,45.0,1
-49.0,47.0,1
-49.0,56.0,2
-49.0,58.0,2
-49.0,62.0,2
-49.0,69.0,2
-49.0,70.0,2
-49.0,75.0,2
-49.0,76.0,2
-49.0,77.0,2
-49.0,78.0,2
-49.0,82.0,2
-49.0,83.0,2
-49.0,85.0,2
-49.0,87.0,2
-49.0,89.0,2
-49.0,90.0,2
-48.0,-33.0,1
-48.0,23.0,1
-48.0,24.0,1
-48.0,26.0,1
-48.0,27.0,1
-48.0,29.0,1
-48.0,30.0,1
-48.0,31.0,1
-48.0,33.0,1
-48.0,34.0,1
-48.0,35.0,1
-48.0,36.0,1
-48.0,38.0,1
-48.0,39.0,1
-48.0,41.0,1
-48.0,42.0,1
-48.0,43.0,1
-48.0,44.0,1
-48.0,45.0,1
-48.0,46.0,1
-48.0,47.0,1
-48.0,48.0,1
-48.0,50.0,1
-48.0,68.0,2
-48.0,69.0,2
-48.0,75.0,2
-48.0,76.0,2
-48.0,77.0,2
-48.0,80.0,2
-48.0,82.0,2
-48.0,84.0,2
-48.0,85.0,2
-48.0,87.0,2
-48.0,89.0,2
-48.0,90.0,2
-47.0,-33.0,1
-47.0,-32.0,1
-47.0,24.0,1
-47.0,26.0,1
-47.0,27.0,1
-47.0,28.0,1
-47.0,29.0,1
-47.0,30.0,1
-47.0,31.0,1
-47.0,32.0,1
-47.0,33.0,1
-47.0,34.0,1
-47.0,35.0,1
-47.0,36.0,1
-47.0,37.0,1
-47.0,38.0,1
-47.0,39.0,1
-47.0,40.0,1
-47.0,41.0,1
-47.0,43.0,1
-47.0,44.0,1
-47.0,63.0,2
-47.0,64.0,2
-47.0,65.0,2
-47.0,66.0,2
-47.0,70.0,2
-47.0,71.0,2
-47.0,74.0,2
-47.0,75.0,2
-47.0,76.0,2
-47.0,77.0,2
-47.0,78.0,2
-47.0,79.0,2
-47.0,80.0,2
-47.0,84.0,2
-47.0,85.0,2
-47.0,88.0,2
-47.0,89.0,2
-47.0,90.0,2
-46.0,19.0,1
-46.0,21.0,1
-46.0,22.0,1
-46.0,23.0,1
-46.0,24.0,1
-46.0,25.0,1
-46.0,27.0,1
-46.0,28.0,1
-46.0,30.0,1
-46.0,31.0,1
-46.0,32.0,1
-46.0,33.0,1
-46.0,34.0,1
-46.0,35.0,1
-46.0,36.0,1
-46.0,37.0,1
-46.0,38.0,1
-46.0,39.0,1
-46.0,40.0,1
-46.0,43.0,1
-46.0,44.0,1
-46.0,45.0,1
-46.0,48.0,1
-46.0,58.0,2
-46.0,59.0,2
-46.0,64.0,2
-46.0,66.0,2
-46.0,69.0,2
-46.0,72.0,2
-46.0,73.0,2
-46.0,76.0,2
-46.0,77.0,2
-46.0,78.0,2
-46.0,80.0,2
-46.0,82.0,2
-46.0,83.0,2
-46.0,85.0,2
-46.0,89.0,2
-46.0,90.0,2
-45.0,-63.0,2
-45.0,-52.0,1
-45.0,18.0,1
-45.0,21.0,1
-45.0,24.0,1
-45.0,25.0,1
-45.0,29.0,1
-45.0,30.0,1
-45.0,31.0,1
-45.0,32.0,1
-45.0,33.0,1
-45.0,34.0,1
-45.0,35.0,1
-45.0,36.0,1
-45.0,38.0,1
-45.0,43.0,1
-45.0,46.0,1
-45.0,57.0,2
-45.0,64.0,2
-45.0,70.0,2
-45.0,71.0,2
-45.0,74.0,2
-45.0,78.0,2
-45.0,79.0,2
-45.0,80.0,2
-45.0,83.0,2
-45.0,85.0,2
-45.0,87.0,2
-45.0,89.0,2
-45.0,90.0,2
-44.0,23.0,1
-44.0,25.0,1
-44.0,26.0,1
-44.0,31.0,1
-44.0,32.0,1
-44.0,33.0,1
-44.0,34.0,1
-44.0,35.0,1
-44.0,36.0,1
-44.0,38.0,1
-44.0,39.0,1
-44.0,54.0,1
-44.0,63.0,2
-44.0,67.0,2
-44.0,77.0,2
-44.0,79.0,2
-44.0,80.0,2
-44.0,81.0,2
-44.0,82.0,2
-44.0,86.0,2
-44.0,87.0,2
-44.0,89.0,2
-44.0,90.0,2
-43.0,-71.0,2
-43.0,-28.0,1
-43.0,10.0,1
-43.0,13.0,1
-43.0,18.0,1
-43.0,21.0,1
-43.0,22.0,1
-43.0,23.0,1
-43.0,24.0,1
-43.0,25.0,1
-43.0,26.0,1
-43.0,27.0,1
-43.0,31.0,1
-43.0,32.0,1
-43.0,33.0,1
-43.0,34.0,1
-43.0,35.0,1
-43.0,36.0,1
-43.0,37.0,1
-43.0,38.0,1
-43.0,39.0,1
-43.0,44.0,1
-43.0,46.0,1
-43.0,47.0,1
-43.0,52.0,1
-43.0,62.0,2
-43.0,63.0,2
-43.0,64.0,2
-43.0,65.0,2
-43.0,68.0,2
-43.0,77.0,2
-43.0,78.0,2
-43.0,79.0,2
-43.0,80.0,2
-43.0,83.0,2
-43.0,87.0,2
-43.0,89.0,2
-43.0,90.0,2
-42.0,-73.0,2
-42.0,-55.0,2
-42.0,-45.0,1
-42.0,16.0,1
-42.0,21.0,1
-42.0,22.0,1
-42.0,24.0,1
-42.0,25.0,1
-42.0,27.0,1
-42.0,32.0,1
-42.0,33.0,1
-42.0,36.0,1
-42.0,38.0,1
-42.0,39.0,1
-42.0,44.0,1
-42.0,58.0,2
-42.0,61.0,2
-42.0,66.0,2
-42.0,69.0,2
-42.0,71.0,2
-42.0,72.0,2
-42.0,73.0,2
-42.0,77.0,2
-42.0,78.0,2
-42.0,79.0,2
-42.0,81.0,2
-42.0,82.0,2
-42.0,85.0,2
-42.0,89.0,2
-42.0,90.0,2
-41.0,-73.0,2
-41.0,-55.0,2
-41.0,-45.0,1
-41.0,-44.0,1
-41.0,-23.0,1
-41.0,-1.0,1
-41.0,26.0,1
-41.0,27.0,1
-41.0,28.0,1
-41.0,32.0,1
-41.0,33.0,1
-41.0,34.0,1
-41.0,42.0,1
-41.0,43.0,1
-41.0,61.0,2
-41.0,66.0,2
-41.0,69.0,2
-41.0,76.0,2
-41.0,78.0,2
-41.0,79.0,2
-41.0,80.0,2
-41.0,81.0,2
-41.0,82.0,2
-41.0,85.0,2
-41.0,89.0,2
-41.0,90.0,2
-40.0,-55.0,1
-40.0,-46.0,1
-40.0,-45.0,1
-40.0,33.0,1
-40.0,41.0,1
-40.0,50.0,1
-40.0,59.0,2
-40.0,60.0,2
-40.0,70.0,2
-40.0,76.0,2
-40.0,77.0,2
-40.0,78.0,2
-40.0,79.0,2
-40.0,80.0,2
-40.0,87.0,2
-40.0,89.0,2
-40.0,90.0,2
-39.0,-54.0,1
-39.0,-46.0,1
-39.0,-45.0,1
-39.0,-33.0,1
-39.0,22.0,1
-39.0,23.0,1
-39.0,41.0,1
-39.0,59.0,2
-39.0,62.0,2
-39.0,64.0,2
-39.0,78.0,2
-39.0,79.0,2
-39.0,80.0,2
-39.0,81.0,2
-39.0,82.0,2
-39.0,84.0,2
-39.0,86.0,2
-39.0,87.0,2
-39.0,89.0,2
-39.0,90.0,2
-38.0,-55.0,1
-38.0,-54.0,1
-38.0,-46.0,1
-38.0,16.0,1
-38.0,39.0,1
-38.0,48.0,1
-38.0,54.0,1
-38.0,59.0,2
-38.0,64.0,2
-38.0,65.0,2
-38.0,68.0,2
-38.0,69.0,2
-38.0,70.0,2
-38.0,71.0,2
-38.0,72.0,2
-38.0,77.0,2
-38.0,78.0,2
-38.0,79.0,2
-38.0,80.0,2
-38.0,82.0,2
-38.0,83.0,2
-38.0,86.0,2
-38.0,87.0,2
-38.0,89.0,2
-38.0,90.0,2
-37.0,-40.0,1
-37.0,-39.0,1
-37.0,16.0,1
-37.0,26.0,1
-37.0,28.0,1
-37.0,44.0,1
-37.0,55.0,1
-37.0,56.0,2
-37.0,59.0,2
-37.0,60.0,2
-37.0,61.0,2
-37.0,66.0,2
-37.0,67.0,2
-37.0,68.0,2
-37.0,77.0,2
-37.0,78.0,2
-37.0,79.0,2
-37.0,80.0,2
-37.0,83.0,2
-37.0,86.0,2
-37.0,87.0,2
-37.0,88.0,2
-37.0,89.0,2
-37.0,90.0,2
-36.0,-40.0,1
-36.0,-33.0,1
-36.0,17.0,1
-36.0,38.0,1
-36.0,43.0,1
-36.0,50.0,1
-36.0,59.0,2
-36.0,60.0,2
-36.0,62.0,2
-36.0,65.0,2
-36.0,75.0,2
-36.0,76.0,2
-36.0,77.0,2
-36.0,79.0,2
-36.0,80.0,2
-36.0,82.0,2
-36.0,86.0,2
-36.0,87.0,2
-36.0,88.0,2
-36.0,89.0,2
-36.0,90.0,2
-35.0,18.0,1
-35.0,22.0,1
-35.0,37.0,1
-35.0,41.0,1
-35.0,59.0,2
-35.0,60.0,2
-35.0,62.0,2
-35.0,65.0,2
-35.0,71.0,2
-35.0,73.0,2
-35.0,75.0,2
-35.0,77.0,2
-35.0,78.0,2
-35.0,79.0,2
-35.0,80.0,2
-35.0,81.0,2
-35.0,82.0,2
-35.0,86.0,2
-35.0,89.0,2
-35.0,90.0,2
-34.0,-33.0,1
-34.0,56.0,2
-34.0,62.0,2
-34.0,63.0,2
-34.0,65.0,2
-34.0,77.0,2
-34.0,78.0,2
-34.0,79.0,2
-34.0,82.0,2
-34.0,83.0,2
-34.0,84.0,2
-34.0,88.0,2
-34.0,89.0,2
-34.0,90.0,2
-33.0,-58.0,2
-33.0,-43.0,1
-33.0,-42.0,1
-33.0,13.0,1
-33.0,18.0,1
-33.0,19.0,1
-33.0,58.0,2
-33.0,59.0,2
-33.0,60.0,2
-33.0,61.0,2
-33.0,77.0,2
-33.0,80.0,2
-33.0,82.0,2
-33.0,84.0,2
-33.0,89.0,2
-33.0,90.0,2
-32.0,-46.0,1
-32.0,-43.0,1
-32.0,-37.0,1
-32.0,-34.0,1
-32.0,-33.0,1
-32.0,15.0,1
-32.0,18.0,1
-32.0,19.0,1
-32.0,20.0,1
-32.0,23.0,1
-32.0,27.0,1
-32.0,30.0,1
-32.0,31.0,1
-32.0,44.0,1
-32.0,45.0,1
-32.0,53.0,1
-32.0,58.0,2
-32.0,59.0,2
-32.0,60.0,2
-32.0,77.0,2
-32.0,78.0,2
-32.0,79.0,2
-32.0,80.0,2
-32.0,82.0,2
-32.0,84.0,2
-32.0,89.0,2
-32.0,90.0,2
-31.0,-33.0,1
-31.0,17.0,1
-31.0,19.0,1
-31.0,20.0,1
-31.0,22.0,1
-31.0,34.0,1
-31.0,39.0,1
-31.0,49.0,1
-31.0,63.0,2
-31.0,64.0,2
-31.0,79.0,2
-31.0,80.0,2
-31.0,82.0,2
-31.0,83.0,2
-31.0,84.0,2
-31.0,89.0,2
-31.0,90.0,2
-30.0,37.0,1
-30.0,56.0,2
-30.0,59.0,2
-30.0,60.0,2
-30.0,67.0,2
-30.0,79.0,2
-30.0,80.0,2
-30.0,81.0,2
-30.0,82.0,2
-30.0,83.0,2
-30.0,87.0,2
-30.0,89.0,2
-30.0,90.0,2
-29.0,-40.0,1
-29.0,-37.0,1
-29.0,9.0,1
-29.0,25.0,1
-29.0,26.0,1
-29.0,40.0,1
-29.0,65.0,2
-29.0,66.0,2
-29.0,69.0,2
-29.0,75.0,2
-29.0,77.0,2
-29.0,81.0,2
-29.0,82.0,2
-29.0,83.0,2
-29.0,89.0,2
-29.0,90.0,2
-28.0,-40.0,1
-28.0,-36.0,1
-28.0,22.0,1
-28.0,25.0,1
-28.0,26.0,1
-28.0,27.0,1
-28.0,33.0,1
-28.0,37.0,1
-28.0,66.0,2
-28.0,76.0,2
-28.0,82.0,2
-28.0,83.0,2
-28.0,88.0,2
-28.0,89.0,2
-28.0,90.0,2
-27.0,-44.0,1
-27.0,-40.0,1
-27.0,-36.0,1
-27.0,-35.0,1
-27.0,25.0,1
-27.0,26.0,1
-27.0,27.0,1
-27.0,29.0,1
-27.0,35.0,1
-27.0,48.0,1
-27.0,53.0,1
-27.0,64.0,2
-27.0,73.0,2
-27.0,79.0,2
-27.0,82.0,2
-27.0,86.0,2
-27.0,88.0,2
-27.0,89.0,2
-27.0,90.0,2
-26.0,-56.0,2
-26.0,-48.0,1
-26.0,-44.0,1
-26.0,-43.0,1
-26.0,12.0,1
-26.0,24.0,1
-26.0,25.0,1
-26.0,26.0,1
-26.0,28.0,1
-26.0,29.0,1
-26.0,31.0,1
-26.0,41.0,1
-26.0,42.0,1
-26.0,68.0,2
-26.0,71.0,2
-26.0,75.0,2
-26.0,78.0,2
-26.0,79.0,2
-26.0,82.0,2
-26.0,83.0,2
-26.0,86.0,2
-26.0,89.0,2
-26.0,90.0,2
-25.0,-53.0,1
-25.0,-48.0,1
-25.0,-43.0,1
-25.0,24.0,1
-25.0,25.0,1
-25.0,28.0,1
-25.0,29.0,1
-25.0,30.0,1
-25.0,32.0,1
-25.0,53.0,1
-25.0,57.0,2
-25.0,63.0,2
-25.0,76.0,2
-25.0,83.0,2
-25.0,86.0,2
-25.0,89.0,2
-25.0,90.0,2
-24.0,-48.0,1
-24.0,-44.0,1
-24.0,-43.0,1
-24.0,28.0,1
-24.0,30.0,1
-24.0,32.0,1
-24.0,42.0,1
-24.0,45.0,1
-24.0,53.0,1
-24.0,57.0,2
-24.0,61.0,2
-24.0,62.0,2
-24.0,63.0,2
-24.0,70.0,2
-24.0,71.0,2
-24.0,76.0,2
-24.0,78.0,2
-24.0,82.0,2
-24.0,83.0,2
-24.0,86.0,2
-24.0,87.0,2
-24.0,89.0,2
-24.0,90.0,2
-23.0,-45.0,1
-23.0,27.0,1
-23.0,30.0,1
-23.0,31.0,1
-23.0,32.0,1
-23.0,57.0,2
-23.0,64.0,2
-23.0,69.0,2
-23.0,81.0,2
-23.0,82.0,2
-23.0,83.0,2
-23.0,86.0,2
-23.0,88.0,2
-23.0,89.0,2
-23.0,90.0,2
-22.0,-49.0,1
-22.0,30.0,1
-22.0,31.0,1
-22.0,42.0,1
-22.0,60.0,2
-22.0,62.0,2
-22.0,64.0,2
-22.0,65.0,2
-22.0,72.0,2
-22.0,82.0,2
-22.0,83.0,2
-22.0,89.0,2
-22.0,90.0,2
-21.0,26.0,1
-21.0,27.0,1
-21.0,37.0,1
-21.0,54.0,1
-21.0,56.0,2
-21.0,57.0,2
-21.0,60.0,2
-21.0,72.0,2
-21.0,78.0,2
-21.0,80.0,2
-21.0,82.0,2
-21.0,83.0,2
-21.0,87.0,2
-21.0,88.0,2
-21.0,90.0,2
-20.0,-51.0,1
-20.0,45.0,1
-20.0,59.0,2
-20.0,61.0,2
-20.0,62.0,2
-20.0,65.0,2
-20.0,79.0,2
-20.0,81.0,2
-20.0,82.0,2
-20.0,83.0,2
-20.0,90.0,2
-19.0,-47.0,1
-19.0,-46.0,1
-19.0,10.0,1
-19.0,57.0,2
-19.0,62.0,2
-19.0,79.0,2
-19.0,80.0,2
-19.0,81.0,2
-19.0,82.0,2
-19.0,83.0,2
-19.0,87.0,2
-19.0,89.0,2
-19.0,90.0,2
-18.0,34.0,1
-18.0,63.0,2
-18.0,67.0,2
-18.0,76.0,2
-18.0,79.0,2
-18.0,80.0,2
-18.0,82.0,2
-18.0,83.0,2
-18.0,87.0,2
-18.0,89.0,2
-18.0,90.0,2
-17.0,73.0,2
-17.0,79.0,2
-17.0,80.0,2
-17.0,81.0,2
-17.0,82.0,2
-17.0,83.0,2
-17.0,86.0,2
-17.0,87.0,2
-17.0,89.0,2
-17.0,90.0,2
-16.0,50.0,1
-16.0,56.0,2
-16.0,60.0,2
-16.0,64.0,2
-16.0,66.0,2
-16.0,78.0,2
-16.0,81.0,2
-16.0,83.0,2
-16.0,86.0,2
-16.0,89.0,2
-16.0,90.0,2
-15.0,53.0,1
-15.0,56.0,2
-15.0,58.0,2
-15.0,59.0,2
-15.0,62.0,2
-15.0,63.0,2
-15.0,73.0,2
-15.0,81.0,2
-15.0,83.0,2
-15.0,84.0,2
-15.0,89.0,2
-15.0,90.0,2
-14.0,52.0,1
-14.0,55.0,1
-14.0,57.0,2
-14.0,58.0,2
-14.0,59.0,2
-14.0,68.0,2
-14.0,75.0,2
-14.0,77.0,2
-14.0,79.0,2
-14.0,81.0,2
-14.0,82.0,2
-14.0,83.0,2
-14.0,90.0,2
-13.0,-25.0,1
-13.0,5.0,1
-13.0,55.0,2
-13.0,56.0,2
-13.0,57.0,2
-13.0,58.0,2
-13.0,62.0,2
-13.0,69.0,2
-13.0,76.0,2
-13.0,78.0,2
-13.0,82.0,2
-13.0,83.0,2
-13.0,89.0,2
-13.0,90.0,2
-12.0,-17.0,1
-12.0,-2.0,1
-12.0,36.0,1
-12.0,56.0,2
-12.0,57.0,2
-12.0,58.0,2
-12.0,68.0,2
-12.0,70.0,2
-12.0,80.0,2
-12.0,82.0,2
-12.0,83.0,2
-12.0,87.0,2
-12.0,89.0,2
-11.0,36.0,1
-11.0,59.0,2
-11.0,80.0,2
-11.0,81.0,2
-11.0,82.0,2
-11.0,87.0,2
-11.0,89.0,2
-11.0,90.0,2
-10.0,1.0,1
-10.0,59.0,2
-10.0,60.0,2
-10.0,62.0,2
-10.0,74.0,2
-10.0,81.0,2
